-1.414213562373094896e-02,-1.414213562373095243e-02
-2.313746590232571010e-02,-2.758002305326655995e-02
-2.637728135441784819e-02,-3.768605880627318161e-02
-3.048432440819893313e-02,-5.283659683756786879e-02
-4.053642359389433847e-02,-8.702182692989365864e-02
-0.000000000000000000e+00,-0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00
2.798530366267076158e-03,-3.143998754488905423e+00
1.932176792244757746e-01,-2.183467638513359788e+00
1.921851143688166896e-01,-1.083081198163390324e+00
2.428075401389364063e-01,-9.018871872089539998e-01
2.646330375692559356e-01,-7.241618295842917608e-01
3.619828330098975866e-01,-7.734884799440315817e-01
3.899991261656350350e-01,-6.731899298043911850e-01
4.236841502258482106e-01,-6.030429013324017928e-01
4.444084563566769730e-01,-5.278267934831231134e-01
4.540616296666110663e-01,-4.524478273397954387e-01
4.649563528064007412e-01,-3.886535603657449434e-01
4.741228055736350644e-01,-3.305927483097368391e-01
4.760170413280685464e-01,-2.735119309377050945e-01
4.835523318384423175e-01,-2.242011203665249808e-01
4.918638332824550319e-01,-1.777609898394168775e-01
4.813356500275447480e-01,-1.277497241193144006e-01
4.906470758581329972e-01,-8.526105178722259703e-02
4.932254392908471674e-01,-4.187679591791654971e-02
4.749983064385761566e-01,1.268416526417151047e-03
4.621203355116499378e-01,4.172284154513084681e-02
4.557339925220817434e-01,8.170390480193202853e-02
4.545873663789080643e-01,1.232530986575526566e-01
4.674415141392522233e-01,1.717627167321338633e-01
4.678647182563899776e-01,2.199809205610087637e-01
4.892441238024098360e-01,2.845982911487913714e-01
6.357935164154123742e-01,4.483866684950889581e-01
6.759694550839256966e-01,5.712182558300641366e-01
7.102213482308823433e-01,7.152968869756862746e-01
7.154927196433762404e-01,8.590658694985647825e-01
7.108233596971189616e-01,1.023350453807931881e+00
7.241242657553018658e-01,1.265467521410306606e+00
8.485241180563951602e-01,1.838649455735545279e+00
8.130230774313907949e-01,2.262346011458899575e+00
1.135408763984314229e+00,4.308918998851988036e+00
2.826471204625371492e-01,1.643877916785256854e+00
1.357226521125029506e-01,1.633370858593830910e+00
-7.797407224637646281e-03,1.751982648441636981e+00
-1.666975063959341974e-01,1.810341388070597413e+00
-0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00
-4.057501102895220285e-02,8.589917624750779968e-02
-3.227915868619282008e-02,5.526351341085347646e-02
-2.600038803342581348e-02,3.672846065534584453e-02
-2.263810816698903772e-02,2.669299643389075674e-02
